t,f,r,p,y,dr,dp,dy,gt_x,gt_y,gt_z,gt_r,gt_p,gt_y,
6.14107,0.237862,-0.0361984,0.00110485,-0.016368,-0.00115157,-0.00234109,3.46945e-18,-0.499448,1.76651,0.20047,0.0353081,0.0578516,-0.00162296,
6.14268,0.238126,-0.0360942,0.000109039,-0.016368,0.000104209,-0.000995813,-3.46945e-18,-0.499448,1.76651,0.20047,0.0353081,0.0578516,-0.00162296,
6.15249,0.238163,-0.0368815,-0.00017043,-0.016368,-0.000787299,-0.000279468,0,-0.499642,1.76625,0.200802,0.0350301,0.0575703,-0.00176894,
6.15675,0.238102,-0.0336419,0.00239574,-0.016368,0.00323963,0.00256617,3.46945e-18,-0.500257,1.76549,0.20235,0.0327159,0.0544995,-0.000323714,
6.16519,0.238336,-0.0331156,0.00338243,-0.016368,0.000526261,0.000986692,0,-0.50076,1.76494,0.202913,0.0312228,0.0511889,-0.00225452,
6.17198,0.238682,-0.0328466,0.0043464,-0.016368,0.000268987,0.000963971,-6.93889e-18,-0.50076,1.76494,0.202913,0.0312228,0.0511889,-0.00225452,
6.18831,0.239006,-0.0328718,0.00433232,-0.016368,-2.5147e-05,-1.40803e-05,0,-0.501918,1.76384,0.205101,0.0264065,0.0516476,-0.00281253,
6.19242,0.238523,-0.0336615,0.0040954,-0.016368,-0.000789695,-0.00023692,6.93889e-18,-0.501918,1.76384,0.205101,0.0264065,0.0516476,-0.00281253,
6.20299,0.23876,-0.0336263,0.00369537,-0.016368,3.51595e-05,-0.000400035,0,-0.502186,1.76343,0.205817,0.0279413,0.0517312,-0.00296705,
6.21514,0.238931,-0.0341438,0.00370285,-0.016368,-0.000517429,7.47986e-06,-6.93889e-18,-0.50281,1.7627,0.207292,0.0288566,0.0521177,-0.00295787,
6.22196,0.238199,-0.0318759,0.00473079,-0.016368,0.00226785,0.00102794,1.38778e-17,-0.50281,1.7627,0.207292,0.0288566,0.0521177,-0.00295787,
6.2364,0.238524,-0.0318999,0.00471659,-0.016368,-2.40344e-05,-1.41959e-05,-3.46945e-18,-0.504331,1.76133,0.210526,0.0308831,0.048959,-0.00361604,
6.24146,0.238411,-0.0327054,0.00584753,-0.016368,-0.000805476,0.00113094,-6.93889e-18,-0.504331,1.76133,0.210526,0.0308831,0.048959,-0.00361604,
6.25743,0.238736,-0.0327304,0.00583485,-0.016368,-2.50174e-05,-1.26756e-05,3.46945e-18,-0.505411,1.76014,0.213423,0.0283421,0.0534496,-0.00364525,
6.26184,0.23819,-0.0337266,0.00484225,-0.016368,-0.000996136,-0.000992604,0,-0.505411,1.76014,0.213423,0.0283421,0.0534496,-0.00364525,
6.27192,0.238446,-0.0333792,0.00425005,-0.016368,0.000347363,-0.000592203,0,-0.505931,1.75971,0.214663,0.0278007,0.0557979,-0.00411225,
6.28442,0.23865,-0.0333223,0.00365712,-0.016368,5.69536e-05,-0.000592924,0,-0.507115,1.75879,0.217266,0.0282374,0.0550653,-0.00289335,
6.29168,0.238538,-0.0311788,0.0055679,-0.016368,0.00214341,0.00191078,3.46945e-18,-0.507115,1.75879,0.217266,0.0282374,0.0550653,-0.00289335,
6.30683,0.238656,-0.0316593,0.00520188,-0.016368,-0.000480432,-0.000366022,-3.46945e-18,-0.508151,1.75806,0.219749,0.0257446,0.0508252,-0.00243334,
6.3115,0.238488,-0.0281838,0.00788336,-0.016368,0.00347549,0.00268149,3.46945e-18,-0.508151,1.75806,0.219749,0.0257446,0.0508252,-0.00243334,
6.32172,0.238812,-0.0282051,0.00787107,-0.016368,-2.12776e-05,-1.2292e-05,-6.93889e-18,-0.50862,1.75765,0.221232,0.0279459,0.0566994,-0.00431136,
6.335,0.238876,-0.0289331,0.00625658,-0.016368,-0.00072801,-0.00161449,3.46945e-18,-0.50862,1.75765,0.221232,0.0279459,0.0566994,-0.00431136,
6.34132,0.239199,-0.0289553,0.00624167,-0.016368,-2.22517e-05,-1.4905e-05,0,-0.50862,1.75765,0.221232,0.0279459,0.0566994,-0.00431136,
6.35178,0.239094,-0.0304447,0.00584164,-0.016368,-0.00148932,-0.000400029,3.46945e-18,-0.510078,1.75649,0.224959,0.0346005,0.0566347,-0.00161249,
6.36717,0.238718,-0.0324382,0.00616071,-0.016368,-0.00199354,0.000319068,-3.46945e-18,-0.51137,1.75566,0.228131,0.033363,0.0512586,-0.0012762,
6.37161,0.238768,-0.0322289,0.00789791,-0.016368,0.000209266,0.0017372,3.46945e-18,-0.51137,1.75566,0.228131,0.033363,0.0512586,-0.0012762,
6.38115,0.239017,-0.0317188,0.00668201,-0.016368,0.000510094,-0.0012159,3.46945e-18,-0.512006,1.7551,0.229674,0.0361994,0.0547827,-0.000325037,
6.39209,0.239036,-0.0325978,0.00580625,-0.016368,-0.000879004,-0.000875755,0,-0.512516,1.75474,0.231167,0.0359046,0.0513529,-0.00161803,
6.40188,0.239217,-0.0326139,0.00682881,-0.016368,-1.60883e-05,0.00102256,-1.04083e-17,-0.513066,1.75435,0.232555,0.0337464,0.0515254,-0.00365699,
6.4157,0.239491,-0.0321299,0.00682653,-0.016368,0.00048406,-2.27459e-06,3.46945e-18,-0.514218,1.75366,0.23533,0.0331937,0.0504444,-0.00263155,
6.4266,0.238913,-0.0332692,0.00890514,-0.016368,-0.00113932,0.00207861,-6.93889e-18,-0.514218,1.75366,0.23533,0.0331937,0.0504444,-0.00263155,
6.43825,0.239238,-0.0332952,0.00889336,-0.016368,-2.60556e-05,-1.17778e-05,3.46945e-18,-0.515483,1.75283,0.238318,0.0325596,0.0510491,-0.00173242,
6.44773,0.239275,-0.0332401,0.00895196,-0.016368,5.51316e-05,5.8593e-05,-3.46945e-18,-0.515905,1.75243,0.239707,0.0303773,0.0535763,-0.00385456,
6.46209,0.239669,-0.0319037,0.00825036,-0.016368,0.00133641,-0.000701596,1.04083e-17,-0.516689,1.75209,0.241069,0.0294783,0.051762,-0.00265577,
6.47194,0.23991,-0.0317007,0.00891067,-0.016368,0.000202956,0.00066031,-3.46945e-18,-0.517343,1.75174,0.242358,0.0294442,0.0508142,-0.00278218,
6.47956,0.240097,-0.0317677,0.00927954,-0.016368,-6.69957e-05,0.000368873,3.46945e-18,-0.517779,1.75161,0.24388,0.0336984,0.053544,-0.00187353,
6.48496,0.240199,-0.0328077,0.00955392,-0.016368,-0.00103999,0.000274377,-6.93889e-18,-0.518527,1.75112,0.245541,0.034822,0.0563916,-0.00152201,
6.49292,0.240297,-0.0332093,0.00887244,-0.016368,-0.000401537,-0.000681482,3.46945e-18,-0.518527,1.75112,0.245541,0.034822,0.0563916,-0.00152201,
6.50353,0.240642,-0.0332373,0.00885782,-0.016368,-2.80677e-05,-1.46122e-05,3.46945e-18,-0.519716,1.75047,0.248284,0.0345077,0.0551086,-0.0012564,
6.517,0.24077,-0.0331967,0.00960213,-0.016368,4.05985e-05,0.000744302,-3.46945e-18,-0.519889,1.75037,0.248839,0.0328357,0.0546749,-0.00110317,
6.52194,0.241013,-0.0328195,0.00957146,-0.016368,0.000377228,-3.06657e-05,0,-0.520333,1.75009,0.249791,0.0308421,0.0545595,-0.00281163,
6.53184,0.241499,-0.0301237,0.00917669,-0.016368,0.00269582,-0.00039477,0,-0.520903,1.74999,0.251231,0.0353596,0.0560072,-0.000624784,
6.54547,0.241473,-0.0313822,0.008892,-0.016368,-0.00125849,-0.000284691,3.46945e-18,-0.522228,1.74936,0.254095,0.0338836,0.0524403,-0.00154499,
6.55207,0.242548,-0.0301409,0.0114007,-0.016368,0.00124124,0.00250871,-6.93889e-18,-0.522228,1.74936,0.254095,0.0338836,0.0524403,-0.00154499,
6.56831,0.242817,-0.0293765,0.0128619,-0.016368,0.000764375,0.00146123,6.93889e-18,-0.523366,1.74874,0.256577,0.0363997,0.0574258,-0.000775481,
6.57228,0.242943,-0.0297981,0.0120451,-0.016368,-0.000421565,-0.000816843,0,-0.523366,1.74874,0.256577,0.0363997,0.0574258,-0.000775481,
6.58162,0.243116,-0.0302077,0.0116197,-0.016368,-0.000409555,-0.000425438,0,-0.524353,1.74812,0.258277,0.0391231,0.0563936,-0.00148548,
6.59232,0.242399,-0.0313443,0.0122766,-0.016368,-0.00113665,0.000656963,-6.93889e-18,-0.524831,1.74796,0.259711,0.0306689,0.0531395,-0.00220547,
6.60268,0.242931,-0.0290032,0.013273,-0.016368,0.00234111,0.000996333,6.93889e-18,-0.525217,1.74782,0.260696,0.0302885,0.0540801,-0.00241877,
6.61654,0.243178,-0.0289396,0.0130565,-0.016368,6.36063e-05,-0.000216467,-3.46945e-18,-0.526837,1.7471,0.264335,0.031364,0.0513322,-0.00287375,
